"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"Navy Yard","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",2929,2536,0.0102,0.0174,0.0478,2885
2020-01-31,"Marion Franklin","OH","Columbus","Franklin County","Columbus",2930,1010,-0.0014,0.0251,0.0471,2179
2020-01-31,"Globe District","RI","Providence-Warwick","Providence County","Woonsocket",2931,1199,0.0038,0.0202,0.0358,1137
2020-01-31,"Garden Acres","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",2932,1480,0.0021,0.007,0.0203,2447
2020-01-31,"Bashford Manor","KY","Louisville/Jefferson County","Jefferson County","Louisville",2933,926,-0.0018,0.0062,0.0149,1288
2020-01-31,"Humboldt","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",2934,1873,-0.0156,-0.0385,0.0223,1818
2020-01-31,"Clifton Heights","KY","Louisville/Jefferson County","Jefferson County","Louisville",2935,1034,-0.0018,-0.0234,0.0289,1590
2020-01-31,"The Provinces","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",2936,1598,0.0066,0.0216,0.1004,2283
2020-01-31,"Verplanck","CT","Hartford-West Hartford-East Hartford","Hartford County","Manchester",2937,1230,0.0011,0.0176,0.0097,2971
2020-01-31,"South East End","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",2938,1480,0.0182,0.04,0.1765,1920
2020-01-31,"Oxmoor","AL","Birmingham-Hoover","Jefferson County","Birmingham",2939,868,0.0017,0.0092,-0.0833,1307
2020-01-31,"Arlington Heights","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",2940,1548,-0.0226,-0.0151,0.0223,2739
2020-01-31,"Carol City North","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Gardens",2941,1892,0.0221,0.0032,0.0181,1115
2020-01-31,"Rockwell Park-Hemphill Heights","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2942,1274,-0.0012,0.0172,0.048,2085
2020-01-31,"Snow Woods","MI","Detroit-Warren-Dearborn","Wayne County","Dearborn",2943,1214,-0.0029,0.014,0.0287,2720
2020-01-31,"Ferryway","MA","Boston-Cambridge-Newton","Middlesex County","Malden",2944,2404,0.0023,-0.001,0.0487,1070
2020-01-31,"Mission Hills","NV","Las Vegas-Henderson-Paradise","Clark County","Henderson",2945,1462,-0.0099,0.0109,0.0612,2486
2020-01-31,"N. Marketview Heights","NY","Rochester","Monroe County","Rochester",2946,895,-0.0067,-0.0191,-0.035,1274
2020-01-31,"Southeast Village","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",2947,1684,0.0006,0.0165,0.038,1328
2020-01-31,"Meadow Creek","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",2948,1485,0.0205,-0.0271,-0.0313,2148
2020-01-31,"Eastside","IA","Iowa City","Johnson County","Iowa City",2949,1341,0.0063,0.0194,0.0153,2097
2020-01-31,"Kennedy Heights","OH","Cincinnati","Hamilton County","Cincinnati",2950,1323,0.0118,0.0245,0.1274,1771
2020-01-31,"Shandin Hills","CA","Riverside-San Bernardino-Ontario","San Bernardino County","San Bernardino",2951,1564,0.0107,0.0286,0.0307,1648
2020-01-31,"Belmont","VA","Charlottesville","Albemarle County","Charlottesville",2952,1431,0.0177,0.0013,-0.0098,2235
2020-01-31,"Irongate","WA","Bellingham","Whatcom County","Bellingham",2953,1493,-0.0035,0.0257,0.0397,1097
2020-01-31,"Garden Lakes","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Avondale",2954,1534,0.0281,0.0551,0.0575,2511
2020-01-31,"North Wyoming","NM","Albuquerque","Bernalillo County","Albuquerque",2955,1361,-0.0012,0.0306,0.0419,1779
2020-01-31,"West","MT","Helena","Lewis and Clark County","Helena",2956,1208,0.0122,0.0486,0.0433,2072
2020-01-31,"Tevis Ranch","CA","Bakersfield","Kern County","Bakersfield",2957,1641,-0.0041,0.0201,0.0038,1627
2020-01-31,"Elizabeth","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2958,1529,0.0153,0.0329,0.0462,2915
2020-01-31,"Piper Glen","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2959,1805,-0.0165,0.0187,0.0936,2150
2020-01-31,"Fairground","IA","Des Moines-West Des Moines","Polk County","Des Moines",2960,994,0.0028,0.0102,-0.0339,1920
2020-01-31,"Ahtanum","WA","Yakima","Yakima County","Yakima",2961,1417,0.0261,0.0196,0.0781,2734
2020-01-31,"Windom Park","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",2962,1679,0.0268,0.0163,0.0519,1760
2020-01-31,"University","NY","Syracuse","Onondaga County","Syracuse",2963,1131,-0.0198,-0.0442,-0.0311,1656
2020-01-31,"Woodley Park","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",2964,2532,-0.0159,0.0046,0.0027,2380
2020-01-31,"Downtown","MI","Detroit-Warren-Dearborn","Wayne County","Detroit",2965,1076,-0.0225,-0.02,0.0406,1157
2020-01-31,"Marriott's Griffin Gate Golf Club","KY","Lexington-Fayette","Fayette County","Lexington",2966,911,-0.009,-0.0029,0.0055,1715
2020-01-31,"Village 9","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",2967,1907,0.0089,0.0304,0.0822,1830
2020-01-31,"City Park West","CO","Denver-Aurora-Lakewood","Denver County","Denver",2968,1826,0.025,0.0444,0.0639,2013
2020-01-31,"Walteria","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Torrance",2969,2876,-0.0004,-0.0019,0.0045,1373
2020-01-31,"Port Monmouth","NJ","New York-Newark-Jersey City","Monmouth County","Middletown Township",2970,2253,0.0052,0.034,0.0608,2184
2020-01-31,"Northwood Point","CA","Los Angeles-Long Beach-Anaheim","Orange County","Irvine",2971,2995,-0.0155,-0.0442,0.0151,3471
2020-01-31,"Kenawood-Rockwood-Hi-Acres-Deep Spring","KY","Lexington-Fayette","Fayette County","Lexington",2972,1042,-0.0064,-0.0032,0.0231,1991
2020-01-31,"Buckingham Lake - Crestwood","NY","Albany-Schenectady-Troy","Albany County","Albany",2973,1410,0.0196,0.0366,0.005,2061
2020-01-31,"Mountain Park","OR","Portland-Vancouver-Hillsboro","Clackamas County","Lake Oswego",2974,1813,0.0036,0.0203,0.0594,3289
2020-01-31,"Walden","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Gardens",2975,1651,0.0222,0.0034,0.0071,1443
2020-01-31,"Westminster","LA","Baton Rouge","East Baton Rouge Parish","Baton Rouge",2976,1229,-0.0129,0.0159,0.0095,1093
2020-01-31,"Lakeview","UT","Provo-Orem","Utah County","Orem",2977,1279,-0.0066,-0.0261,0.0009,2077
2020-01-31,"West Riverside","LA","New Orleans-Metairie","Orleans Parish","New Orleans",2978,1697,0.0129,0.0728,0.0778,2029
2020-01-31,"North La Verne","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","La Verne",2979,2921,-0.008,-0.0157,0.0064,2050
2020-01-31,"Pinardville","NH","Manchester-Nashua","Hillsborough County","Goffstown",2980,1499,-0.0017,0.0245,0.0259,1816
2020-01-31,"Argyle Forest","FL","Jacksonville","Duval County","Jacksonville",2981,1254,0.0075,0.0282,0.0816,1790
2020-01-31,"North Hill","WA","Seattle-Tacoma-Bellevue","King County","Des Moines",2982,1650,0.001,0.0034,-0.0058,1996
2020-01-31,"Union Ridge","IL","Chicago-Naperville-Elgin","Cook County","Chicago",2983,1594,-0.0208,-0.0068,0.0304,1811
2020-01-31,"North India Mound","MO","Kansas City","Jackson County","Kansas City",2984,801,0.0017,0.0199,0.0434,1966
2020-01-31,"Beverly Park","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hollywood",2985,1523,-0.0133,-0.0301,0.0487,1333
2020-01-31,"The Gables","OH","Columbus","Franklin County","Columbus",2986,1350,0.0075,-0.0116,-0.0072,2199
2020-01-31,"Downtown","MA","Boston-Cambridge-Newton","Middlesex County","Lowell",2987,1858,0.0174,-0.0178,0.0173,2376
2020-01-31,"Northgate","CO","Colorado Springs","El Paso County","Colorado Springs",2988,1980,-0.0047,-0.0014,-0.0076,3458
2020-01-31,"Ridgmar","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",2989,1582,-0.0104,-0.0035,0.0421,1566
2020-01-31,"Lansdowne","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2990,1680,-0.0025,0.0409,0.1249,1465
2020-01-31,"Beaver Hills","CT","New Haven-Milford","New Haven County","New Haven",2991,1248,-0.0034,-0.0053,-0.0002,1342
2020-01-31,"Rose Village","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",2992,1451,0.007,0,-0.0104,1685
2020-01-31,"Summer Place Village","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",2993,1591,0.0092,0.0134,0.0838,1555
2020-01-31,"North Rosedale Park","MI","Detroit-Warren-Dearborn","Wayne County","Detroit",2994,930,-0.0046,-0.0184,0.0104,2061
2020-01-31,"New Northwood","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",2995,1398,0.0015,0.0191,-0.0067,1226
2020-01-31,"Central East Austin","TX","Austin-Round Rock","Travis County","Austin",2996,1983,0.0127,0.0348,0.0759,3008
2020-01-31,"Spectrum","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",2997,1578,0.0007,0.0114,0.0367,1857
2020-01-31,"Spry","PA","York-Hanover","York County","York Township",2998,1232,0.0042,0.0023,0.0031,1480
2020-01-31,"Port Tampa City","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",2999,1447,0.0241,0.0233,0.0204,2098
2020-01-31,"Western Hills North","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",3000,1214,0.0228,0.0328,-0.0547,1012
2020-01-31,"Rohton Park","TX","Dallas-Fort Worth-Arlington","Denton County","Carrollton",3001,1577,0.0015,0.0198,0.0186,1181
2020-01-31,"Central Des Moines","WA","Seattle-Tacoma-Bellevue","King County","Des Moines",3002,1837,-0.0171,-0.003,0.034,1686
2020-01-31,"Duck Creek","TX","Dallas-Fort Worth-Arlington","Dallas County","Richardson",3003,1794,-0.0223,-0.0847,0.0473,1507
2020-01-31,"Park Lodge","WA","Seattle-Tacoma-Bellevue","Pierce County","Lakewood",3004,1631,0.005,0.013,0.0415,1361
2020-01-31,"Manayunk","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",3005,1466,0.0005,0.018,0.0626,2566
2020-01-31,"South West Area","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",3006,1154,-0.0009,0.0014,-0.0622,1444
2020-01-31,"Harvard Place - Eastlawn","TX","San Antonio-New Braunfels","Bexar County","San Antonio",3007,1007,-0.0073,0.0049,0.1122,1822
2020-01-31,"Salt Springs","NY","Syracuse","Onondaga County","Syracuse",3008,1110,0.0124,0.0194,0.028,1242
2020-01-31,"Upton","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",3009,1107,-0.01,-0.0531,-0.0513,1052
2020-01-31,"Villa Park","NJ","Trenton","Mercer County","Trenton",3010,1453,0.0169,0.0417,0.0614,1279
2020-01-31,"Del Paso Heights","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",3011,1549,0.0003,-0.0156,0.0353,1147
2020-01-31,"Greater Belhaven","MS","Jackson","Hinds County","Jackson",3012,1062,0.0141,0.0461,0.0346,1498
2020-01-31,"East Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",3013,1513,-0.0101,0.0021,0.0796,2901
2020-01-31,"Cordova Lane","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Rancho Cordova",3014,1812,-0.0118,0.0176,0.0483,1102
2020-01-31,"Eastridge","KS","Wichita","Sedgwick County","Wichita",3015,833,0.024,0.0255,0.0643,1443
2020-01-31,"Olde Towne East","OH","Columbus","Franklin County","Columbus",3016,1007,-0.021,-0.0237,0.0234,1723
2020-01-31,"Keeney","CT","Hartford-West Hartford-East Hartford","Hartford County","Manchester",3017,1370,0.003,0.018,0.0523,3831
2020-01-31,"Windom","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",3018,1433,-0.011,-0.0687,-0.0476,1279
2020-01-31,"Main-Chicago","IL","Chicago-Naperville-Elgin","Cook County","Evanston",3019,1746,0.0066,0.0035,0.0304,2204
2020-01-31,"Harleston Village","SC","Charleston-North Charleston","Charleston County","Charleston",3020,2598,0.029,0.0257,0.0086,2193
2020-01-31,"Walnut Hills","OH","Dayton","Montgomery County","Dayton",3021,738,0.0025,0.0192,0.0006,2168
2020-01-31,"Manito-Cannon Hill","WA","Spokane-Spokane Valley","Spokane County","Spokane",3022,1535,-0.0095,-0.0252,0.0274,2193
2020-01-31,"Kendall - Tennants","OK","Tulsa","Tulsa County","Tulsa",3023,732,-0.0178,-0.0364,-0.0461,1004
2020-01-31,"Jordan Creek-NOTI","PA","Allentown-Bethlehem-Easton","Lehigh County","Allentown",3024,1198,0.0164,0.0693,0.0693,1337
2020-01-31,"Shippan","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Stamford",3025,2304,0.0026,-0.0091,0.0105,3217
2020-01-31,"Hope Valley Farms","NC","Durham-Chapel Hill","Durham County","Durham",3026,1416,-0.0094,-0.0135,0.0466,2502
2020-01-31,"Tenney-Lapham","WI","Madison","Dane County","Madison",3027,1426,-0.0085,0.0071,-0.0301,1336
2020-01-31,"Penrose","VA","Washington-Arlington-Alexandria","Arlington County","Arlington",3028,1966,-0.0177,0.0271,0.1002,1639
2020-01-31,"Mid-Town Belvedere","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",3029,1277,0.0122,0.0085,0.0121,1559
2020-01-31,"Oxford Hunt","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",3030,1529,-0.0113,0.0219,0.0749,1403
2020-01-31,"Weibel","CA","San Francisco-Oakland-Hayward","Alameda County","Fremont",3031,4160,-0.0181,-0.0352,-0.0531,1572
2020-01-31,"Tech Terrace","TX","Lubbock","Lubbock County","Lubbock",3032,1102,0.0165,0.057,0.0344,1995
2020-01-31,"Bridger","MO","Kansas City","Jackson County","Independence",3033,1039,-0.0066,-0.0046,0.0026,1277
2020-01-31,"Summer Valley","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",3034,1508,0.0135,0.0236,0.0229,2414
2020-01-31,"Little Blue Valley","MO","Kansas City","Jackson County","Kansas City",3035,979,-0.0114,-0.024,-0.0416,1314
2020-01-31,"Floresta Gardens","CA","San Francisco-Oakland-Hayward","Alameda County","San Leandro",3036,2852,-0.0098,0.0177,0.0212,1551
2020-01-31,"East Walpole","MA","Boston-Cambridge-Newton","Norfolk County","Walpole",3037,2473,-0.0193,-0.0096,0.0859,1728
2020-01-31,"Sam Hughes","AZ","Tucson","Pima County","Tucson",3038,1431,-0.0136,-0.0078,0.0454,2143
2020-01-31,"Rolling Hills","FL","Jacksonville","Duval County","Jacksonville",3039,1172,0.0017,-0.0099,0.0152,1720
2020-01-31,"Mills Ranch","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Rancho Cordova",3040,1750,0.004,0.0161,0.0618,1643
2020-01-31,"Gregory Gardens","CA","San Francisco-Oakland-Hayward","Contra Costa County","Pleasant Hill",3041,2936,0.0031,-0.0139,0.0036,4000
2020-01-31,"Garment District","NY","New York-Newark-Jersey City","New York County","New York",3042,3479,-0.0075,-0.0116,0.0535,2950
2020-01-31,"Dexter Falls","OH","Columbus","Franklin County","Columbus",3043,1498,-0.0194,0.0136,0.0129,1616
2020-01-31,"Arlington","FL","Jacksonville","Duval County","Jacksonville",3044,1001,-0.0011,0.0037,0.0659,2083
2020-01-31,"Timber Ridge","TX","San Antonio-New Braunfels","Bexar County","San Antonio",3045,1304,-0.0009,-0.0164,-0.0368,1217
2020-01-31,"Clapp Park","TX","Lubbock","Lubbock County","Lubbock",3046,852,-0.0005,0.0189,-0.0048,1370
2020-01-31,"North University","TX","Austin-Round Rock","Travis County","Austin",3047,1807,-0.001,0.027,0.0764,2034
2020-01-31,"Fauntleroy","WA","Seattle-Tacoma-Bellevue","King County","Seattle",3048,2045,-0.0102,-0.039,-0.0576,2473
2020-01-31,"Roseville - Fleet Ridge","CA","San Diego-Carlsbad","San Diego County","San Diego",3049,3064,-0.0137,-0.0464,0.0596,2064
2020-01-31,"Laurelhurst","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",3050,1977,0.0187,-0.01,0.0432,2010
2020-01-31,"Brandywine","OH","Columbus","Franklin County","Columbus",3051,1071,-0.026,-0.0454,-0.0247,1308
2020-01-31,"Rountree","MO","Springfield","Greene County","Springfield",3052,813,0.0212,0.0557,0.1345,1175
2020-01-31,"Belltown","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Stamford",3053,2243,-0.003,-0.0049,-0.0439,3125
2020-01-31,"Cotswold","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",3054,1474,0.0062,0.0267,0.0915,2106
2020-01-31,"Arlington Manor","FL","Jacksonville","Duval County","Jacksonville",3055,1061,-0.0117,-0.0173,-0.0175,1339
2020-01-31,"Briarcreek-Woodland","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",3056,1331,-0.0076,0.0047,0.039,1156
2020-01-31,"Berwick","OH","Columbus","Franklin County","Columbus",3057,1422,0.0142,-0.0065,-0.0137,1738
2020-01-31,"Read Blvd. West","LA","New Orleans-Metairie","Orleans Parish","New Orleans",3058,1304,0.0266,0.0621,0.0689,1764
2020-01-31,"Roosevelt","WA","Seattle-Tacoma-Bellevue","King County","Seattle",3059,1859,-0.0123,0.0096,0.0254,2017
2020-01-31,"South Hagginwood","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",3060,1526,0.0018,-0.004,0.0428,1415
2020-01-31,"Highlands","WA","Longview","Cowlitz County","Longview",3061,962,-0.0179,-0.0012,0.0149,1508
2020-01-31,"Skinker-DeBaliviere","MO","St. Louis","Saint Louis City","Saint Louis",3062,1250,-0.0094,-0.0212,0.1202,1449
2020-01-31,"Kittery","ME","Portland-South Portland","York County","Kittery",3063,1937,0.0215,0.0056,0.0858,1792
2020-01-31,"St. Anthony","LA","New Orleans-Metairie","Orleans Parish","New Orleans",3064,1215,-0.0035,-0.0237,-0.0286,1533
2020-01-31,"Willowcreek","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",3065,2108,0.0191,0.0087,0.0439,1450
2020-01-31,"Allendale","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",3066,2704,0.0097,0.0093,0.0283,1163
2020-01-31,"South End","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Stamford",3067,2256,0.009,-0.0056,0.01,2335
2020-01-31,"Roosevelt","CA","San Francisco-Oakland-Hayward","San Mateo County","Redwood City",3068,3348,-0.0035,-0.0033,0.0211,1386
2020-01-31,"Mt. Carmel","CA","San Francisco-Oakland-Hayward","San Mateo County","Redwood City",3069,3478,-0.0033,-0.002,0.0348,1295
2020-01-31,"Derita-Statesville","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",3070,1245,-0.0015,-0.0147,0.0151,1908
2020-01-31,"Sherwood","MO","Springfield","Greene County","Springfield",3071,776,-0.0058,0.0398,0.0618,1363
2020-01-31,"Central Bench","ID","Boise City","Ada County","Boise",3072,1237,-0.0099,-0.0046,0.1064,1960
2020-01-31,"Highlands","VA","Virginia Beach-Norfolk-Newport News","Portsmouth City","Portsmouth",3073,1066,0.0041,0.0331,0.0337,2047
2020-01-31,"Laurel Greene","OH","Columbus","Franklin County","Columbus",3074,1266,0.0292,0.0164,0.0109,1413
2020-01-31,"Eastern Hills","OH","Dayton","Montgomery County","Dayton",3075,749,0.02,0.0264,0.0435,1794
2020-01-31,"Southside Slopes","PA","Pittsburgh","Allegheny County","Pittsburgh",3076,1174,0.0067,0.0184,0.0628,2387
2020-01-31,"Westwood-Pecan Lake","AR","Little Rock-North Little Rock-Conway","Pulaski County","Little Rock",3077,898,0.0001,0.0248,0.0895,2045
2020-01-31,"Bluff Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",3078,2268,-0.0013,0.0013,-0.0009,1256
2020-01-31,"Randall Manor","NY","New York-Newark-Jersey City","Richmond County","New York",3079,2139,-0.0199,0.0193,0.0691,1258
2020-01-31,"Downtown West","MO","St. Louis","Saint Louis City","Saint Louis",3080,1128,0.0038,0.0021,0.0068,2342
2020-01-31,"Prospect Hill","CT","New Haven-Milford","New Haven County","New Haven",3081,1404,-0.0052,-0.0151,-0.015,1080
2020-01-31,"Millsmont","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",3082,2742,-0.0061,0.0192,-0.0023,1625
2020-01-31,"Alta Mesa","CA","Santa Maria-Santa Barbara","Santa Barbara County","Santa Barbara",3083,3733,0.0236,0.0179,-0.0077,1782
2020-01-31,"West Park","OH","Canton-Massillon","Stark County","Canton",3084,741,0.0099,0.0474,0.09,2250
2020-01-31,"Town Center","MD","Washington-Arlington-Alexandria","Montgomery County","Rockville",3085,2050,-0.0009,-0.0068,0.0204,2285
2020-01-31,"Stanton Heights","PA","Pittsburgh","Allegheny County","Pittsburgh",3086,1218,0.0096,0.0433,0.0593,2097
2020-01-31,"North Tigard","OR","Portland-Vancouver-Hillsboro","Washington County","Tigard",3087,1598,0.0167,0.0229,-0.0118,1204
2020-01-31,"Ridgeway","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Stamford",3088,2233,-0.0069,-0.0128,-0.0195,3248
2020-01-31,"Tropical Ridge","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Lake Worth",3089,1362,-0.0221,-0.0326,-0.033,1471
